ID,Group Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,URL,Message,unicode,Translation,remark,cdm
p20210222_20210228_0157,တီထြင္ဖန္တီး စိုက္ပ်ိဳးနည္းမ်ား မ်ွေဝရာ,,881117928599328,218297,2021-02-24 18:31:47 MMT,Link,319,5,27,3,1,6,0,0,0,https://www.facebook.com/groups/881117928599328/permalink/3992133227497767,,,#VALUE!,,
p20210222_20210228_0158,တီထြင္ဖန္တီး စိုက္ပ်ိဳးနည္းမ်ား မ်ွေဝရာ,,881117928599328,218266,2021-02-26 20:46:38 MMT,Photo,916,25,379,4,1,6,0,1,0,https://www.facebook.com/groups/881117928599328/permalink/4002308269813596,,,#VALUE!,,
p20210222_20210228_0159,င႐ုတ္သီးေစ်းကြက္ႏွင့္နည္းပညာဖြံၿဖိဳးေရး🌶,,1914562728653399,58496,2021-02-22 22:20:17 MMT,Link,171,42,43,1,1,5,0,1,0,https://www.facebook.com/groups/1914562728653399/permalink/3557703947672594,,,#VALUE!,,
p20210222_20210228_0160,ဒန္႔သလြန္စီးပြားျဖစ္စိုက္ပ်ိဳးသူမ်ား,,548218479009237,43030,2021-02-26 13:34:51 MMT,Photo,354,27,7,8,11,2,0,0,0,https://www.facebook.com/groups/548218479009237/permalink/1057387844758962,ခူးနေပီ ဘီယာဖိုးလေး,ခူးနေပီ ဘီယာဖိုးလေး,Baby Bush,,
p20210222_20210228_0161,သစ်ခွနှင့်ပန်းအလှကမ္ဘာ,,635825220096784,45824,2021-02-23 17:46:11 MMT,Native Video,96,30,1,50,0,0,0,0,2,https://www.facebook.com/groups/635825220096784/permalink/1405343669811598,မနက်ကအကုန်မပွင့်သေးဘူးနော် ခုညနေမှာအပွင့်စုံသလောက်ဖြစ်သွားပြီးအရမ်းလှလို့အကြာကြီးထိုင်ကြည့်နေမိတယ်💛💛,မနက်ကအကုန်မပွင့်သေးဘူးနော် ခုညနေမှာအပွင့်စုံသလောက်ဖြစ်သွားပြီးအရမ်းလှလို့အကြာကြီးထိုင်ကြည့်နေမိတယ်💛💛,"I didn't open in the morning, and I was almost as good in the evening, and I was sitting for a long time.",,
p20210222_20210228_0162,"ဓနုဖြူ မတ်ပဲ,စပါး တောင်သူများစုံဆည်းရာ",,1.69043E+15,98423,2021-02-22 09:58:41 MMT,Photo,1101,30,225,12,4,3,0,0,0,https://www.facebook.com/groups/1690431714554320/permalink/2804663139797833,,,#VALUE!,,
p20210222_20210228_0163,ပဲတီစိမ်း မတ်ပဲ စိုက်ပျိုးသူများဆုံဆည်းရာ,,337903876593306,31521,2021-02-27 10:32:29 MMT,Photo,570,14,35,4,0,0,0,0,0,https://www.facebook.com/groups/337903876593306/permalink/1540972722953076,09 40 30 90 20 3,09 40 30 90 20 3,09 40 30 30 90 20 3,,
p20210222_20210228_0164,စိုက္ပ်ိ  ုးေရးနည္းပညာဂရု,,1454325407964179,29029,2021-02-26 18:15:47 MMT,Photo,74,1,46,0,0,1,0,0,0,https://www.facebook.com/groups/1454325407964179/permalink/3889706331092729,,,#VALUE!,,
p20210222_20210228_0165,တီထြင္ဖန္တီး စိုက္ပ်ိဳးနည္းမ်ား မ်ွေဝရာ,,881117928599328,218297,2021-02-24 23:29:10 MMT,Link,187,6,156,0,0,1,0,0,0,https://www.facebook.com/groups/881117928599328/permalink/3992746927436397,,,#VALUE!,,
p20210222_20210228_0166,သစ်ခွနှင့်ပန်းအလှကမ္ဘာ,,635825220096784,46045,2021-02-28 13:47:54 MMT,Status,115,21,1,7,0,0,0,0,3,https://www.facebook.com/groups/635825220096784/permalink/1408633209482644,ကျေးဇူးပြု၍ ယနေ့ ၂၈-၂-၂၁ညလိုင်းပိတ်ချိန်အထိ ပန်းအလှပို့စ်တင်ခြင်းး တင်ပီးသားပို့စ်တွေ like &mentမလုပ်ခြင်းး member request မလုပ်ခြင်းအားဖြင့် တနိုင်ငံလုံးအရေးကိုစိတ်ဝင်စားစေခြင်ပါတယ် ဒီနေ့တရက် သတင်းများတက်နေတာကိုစိတ်ပါဝင်စားစွာဖတ်နေချိန် ပန်းပို့စ်များကြည့်မနေနိုင်တာ approvမလုပ်ပေးနိုင်တာနားလည်ပေးကြပါလို့။,ကျေးဇူးပြု၍ ယနေ့ ၂၈-၂-၂၁ညလိုင်းပိတ်ချိန်အထိ ပန်းအလှပို့စ်တင်ခြင်းး တင်ပီးသားပို့စ်တွေ like &mentမလုပ်ခြင်းး member request မလုပ်ခြင်းအားဖြင့် တနိုင်ငံလုံးအရေးကိုစိတ်ဝင်စားစေခြင်ပါတယ် ဒီနေ့တရက် သတင်းများတက်နေတာကိုစိတ်ပါဝင်စားစွာဖတ်နေချိန် ပန်းပို့စ်များကြည့်မနေနိုင်တာ approvမလုပ်ပေးနိုင်တာနားလည်ပေးကြပါလို့။,"Please refer to the Posts of the Posts of the Posts and Makes the Posts of Posts and Make a National Posts, and when you are reading a national message, you are not able to do the best of the country.",,
p20210222_20210228_0167,သစ္​ခြမ်ိဳးစံုႏွင္​့ပန္​းခ်စ္​သူတို႔​ေပ်ာ္​စံရာ,,2312857865628071,65280,2021-02-23 00:03:17 MMT,Photo,563,9,11,13,0,0,0,0,1,https://www.facebook.com/groups/2312857865628071/permalink/2914436382136880,ဒီလိုအခ်ိန္မွာ အေရာင္းpost တင္ရတာအားနာပါတယ္ ဒါေပမဲ့လည္း ပန္းဆိုတဲ့အမ်ိဳးက လွေနလန္းေနခ်ိန္မွ ေရာင္းလို႔အဆင္ေျပတာမို႔ နားလည္ေပးၾကပါေနာ္ ဒန္တိုသစ္ခြ အသစ္ေရာက္တာေလးပါ ၁အိုး ၂၅၀၀ ၁၀အိုး ၂၂၀၀၀ အမွတ္ ၇၇ ၇၀ရပ္ကြက္ ေလွာ္ကားလမ္းေတာင္ဒဂံု 09 421510770 09 5089900 09 660337829 09 440023298 ရန္ကုန္ၿမိဳ႕တြင္းအိမ္အေရာက္ေငြေခ်ပါရွင္ နယ္ဆို ကားဂိတ္ကေနပို႔ေပးပါတယ္,"ဒီလိုအချိန်မှာ အရောင်းpost တင်ရတာအားနာပါတယ် ဒါပေမဲ့လည်း ပန်းဆိုတဲ့အမျိုးက လှနေလန်းနေချိန်မှ ရောင်းလို့အဆင်ပြေတာမို့ နားလည်ပေးကြပါနော် အဖူးထိုးအဖူးစောင့်ထိုင်းလိပ်ပြာလေးတွေဈေးချိုချိုနဲ့ရပါမယ် အိုးလည်းပြီးသား 8""=6500 6""=6000 အမှတ် ၇၇ ၇၀ရပ်ကွက် လှော်ကားလမ်းတောင်ဒဂုံ 09 421510770 09 5089900 09 660337829 09 440023298 ရန်ကုန်မြို့တွင်းအိမ်အရောက်ငွေချေပါရှင် နယ်ဆို ကားဂိတ်ကနေပို့ပေးပါတယ်","It was a good time for me to get out of the new boosts,",,
p20210222_20210228_0168,အဆင့္ျမင့္စိုက္ပ်ိဳးေရးနည္းပညာ ေလ့လာသူမ်ား,,478651725660963,123701,2021-02-28 14:45:28 MMT,Photo,417,7,63,31,0,2,7,0,6,https://www.facebook.com/groups/478651725660963/permalink/1601753743350750,,,#VALUE!,,
p20210222_20210228_0169,တီထြင္ဖန္တီး စိုက္ပ်ိဳးနည္းမ်ား မ်ွေဝရာ,,881117928599328,218297,2021-02-24 19:36:48 MMT,Photo,860,70,174,5,7,6,125,1,4,https://www.facebook.com/groups/881117928599328/permalink/3992267074151049,,,#VALUE!,,
p20210222_20210228_0170,တီထြင္ဖန္တီး စိုက္ပ်ိဳးနည္းမ်ား မ်ွေဝရာ,,881117928599328,218273,2021-02-28 13:45:29 MMT,Link,295,1,39,0,0,1,0,0,0,https://www.facebook.com/groups/881117928599328/permalink/4008918245819265,,,#VALUE!,,
p20210222_20210228_0171,င႐ုတ္သီးေစ်းကြက္ႏွင့္နည္းပညာဖြံၿဖိဳးေရး🌶,,1914562728653399,58847,2021-02-27 09:57:56 MMT,Photo,402,108,10,3,3,2,41,0,1,https://www.facebook.com/groups/1914562728653399/permalink/3576369452472710,သေမဲ့နှစ်မှ ငရုပ်စိုက်မိတာ အရင်းတောင်ပြန်ရပါ့မလား😞😞😞 နိုင်ငံရေးမကောင်းတဲ့ကြားကအားနာနာနဲ့မေးပါရစေ ဝယ်လက်တောမရှိတော့ဘူးလား၊😐😐,သေမဲ့နှစ်မှ ငရုပ်စိုက်မိတာ အရင်းတောင်ပြန်ရပါ့မလား😞😞😞 နိုင်ငံရေးမကောင်းတဲ့ကြားကအားနာနာနဲ့မေးပါရစေ ဝယ်လက်တောမရှိတော့ဘူးလား၊😐😐,Do you even have a problem with a bad thing in the world?,,
p20210222_20210228_0172,စိုက္ပ်ဳိးေရး နည္းပညာစနစ္သစ္ အေတြၾကံဳ မ်ားမ်ွေ၀နိုင္,,1628446194055226,293437,2021-02-22 09:31:16 MMT,Native Video,382,5,76,7,0,1,0,0,0,https://www.facebook.com/groups/1628446194055226/permalink/2945862382313594,,,#VALUE!,,
p20210222_20210228_0173,သစ္​ခြၿမိဳ႕​ေတာ္​,,1680174498721064,57805,2021-02-22 15:22:10 MMT,Photo,471,18,2,75,2,0,0,0,5,https://www.facebook.com/groups/1680174498721064/permalink/5030110510394096,သူတို့​ေလးေတြ လွရဲ႕လား ကေလးတဖက္နဲ႔ ပန္းပြင့္ဖို႔ ျပဳစုရတာ လြယ္ေတာ့မလြယ္ဘူး 😘😘,သူတို့​ေလးေတြ လွရဲ႕လား ကေလးတဖက္နဲ႔ ပန္းပြင့္ဖို႔ ျပဳစုရတာ လြယ္ေတာ့မလြယ္ဘူး 😘😘,"Their children were beautiful or comprehensive to the flower with a baby 😘😘, it's not easy.",,
p20210222_20210228_0174,ပဲေစ်းကြက္အေျခအေန,,457477511110070,151815,2021-02-28 14:09:41 MMT,Native Video,247,2,157,2,0,0,0,1,0,https://www.facebook.com/groups/457477511110070/permalink/1607305482793928,,,#VALUE!,,
p20210222_20210228_0175,ထြန္စက္သမားမ်ားဆုံစည္းရာ,,2095820457338518,42695,2021-02-23 18:49:33 MMT,Photo,201,24,4,1,0,0,0,0,0,https://www.facebook.com/groups/2095820457338518/permalink/2834456933474863,အရေးကြီးတဲ့အချိန်ဖြစ်တာသိပေမဲ့ စက်လိုချင်တဲ့သူတွေအဆင်ပြေအောင်အရောက်ပို့ပေးပါ့မယ် တောင်သူဦးကြီးများ‌ေဘးကင်းကျန်မာကြပါစေ ဆက်သွယ်ရအောင် 👉👉👉👉 ခုချိန်လိုအပ်တဲ့စက်လေးတွေအရောက်ပို့ပေးပါ့မယ် စုံစမ်းလိုပါက ☎️☎️☎️☎️☎️🤳🤳🤳🤳🤳 09899900007 🕝🕝🕝🕝 pH ကို ရုံးချိန် မနက် 8.30 မှ ညနေ 5.00 ထိ သာဖုန်းခေါ်ပေးပါ 🙏🙏🙏🙏🙏တနင်္ဂနွေနေ့လေးတော့ရုံးပိတ် ရက်မို့ ဖုန်းလုံးဝ လုံးဝ မကိုင်ပါဘူးနော် နားလည်ပေးပါရှင့်,အရေးကြီးတဲ့အချိန်ဖြစ်တာသိပေမဲ့ စက်လိုချင်တဲ့သူတွေအဆင်ပြေအောင်အရောက်ပို့ပေးပါ့မယ် တောင်သူဦးကြီးများ‌ေဘးကင်းကျန်မာကြပါစေ ဆက်သွယ်ရအောင် 👉👉👉👉 ခုချိန်လိုအပ်တဲ့စက်လေးတွေအရောက်ပို့ပေးပါ့မယ် စုံစမ်းလိုပါက ☎️☎️☎️☎️☎️🤳🤳🤳🤳🤳 09899900007 🕝🕝🕝🕝 pH ကို ရုံးချိန် မနက် 8.30 မှ ညနေ 5.00 ထိ သာဖုန်းခေါ်ပေးပါ 🙏🙏🙏🙏🙏တနင်္ဂနွေနေ့လေးတော့ရုံးပိတ် ရက်မို့ ဖုန်းလုံးဝ လုံးဝ မကိုင်ပါဘူးနော် နားလည်ပေးပါရှင့်,"Otherwise, if you want to contact the number of people who want to be able to contact 8.30 at the time of the time,",,
p20210222_20210228_0176,သစ္​ခြမ်ိဳးစံုႏွင္​့ပန္​းခ်စ္​သူတို႔​ေပ်ာ္​စံရာ,,2312857865628071,65280,2021-02-22 19:23:19 MMT,Native Video,150,20,12,20,0,0,0,0,2,https://www.facebook.com/groups/2312857865628071/permalink/2914465945467257,မဂ်လာပါနော် ပန်းချစ်သူအမျိုးတို့,မဂ်လာပါနော် ပန်းချစ်သူအမျိုးတို့,I don't know what to do.,,
p20210222_20210228_0177,တီထြင္ဖန္တီး စိုက္ပ်ိဳးနည္းမ်ား မ်ွေဝရာ,,881117928599328,218297,2021-02-24 14:07:47 MMT,Link,168,4,128,0,2,0,20,1,2,https://www.facebook.com/groups/881117928599328/permalink/3991476004230156,,,#VALUE!,content not available,
p20210222_20210228_0178,စပါးရိတ်သိမ်းခြွေလှေ့စက်သမားများဆုံစည်းရာ,,1795339200679515,74878,2021-02-27 15:02:14 MMT,Photo,391,31,22,2,0,0,0,0,0,https://www.facebook.com/groups/1795339200679515/permalink/2813534912193267,ထွန်စက် ရိတ်စက် ZT အင်ဂျင် ကြိုက်တဲ့ဈေးမေးဖို့က 🧑🧑🧑🧑👉👉👉ဦးတို့ ကိုကြီးတို့တာဝန် ဖြေပေးမှာ 👉👉👉မနီလာ တာဝန် 💁💁💁 ဖုန်းခေါ် 👉👉☎️☎️🤳🤳🤳 စာပို့ message ကြိုက်သလိုမေးပါ မနက် 8.30 ညနေ 5.00 အတွင်းဖြေပေးပါ့မယ် စာပို့မေးမယ်ဆိုရင် မေးချင်တာတွေ မေးခဲ့ပါနော် hi hello မင်္ဂလာပါ နဲ့ ရပ်ထားရင်ပြန်မဖြေပေးပါဘူး 🙅🙅🙅🙅🙅🙅 စက် ‌model ဈေးနှုန်း ဝယ်ယူမည့်ပုံ‌စံလေးရေးထားပေးပါနော် တိတိကျကျလေးဖြေပေးပါ့မယ် 🙋🙋🙋🙋 👉☎️☎️☎️☎️🤳🤳🤳 09899900007 🏢🏢🏢🏢 114 ဝေသာလီလမ်း 75D ထောင့် ပြည်ကြီးတံခွန်မြို့နယ် မန္တလေးမြို့ ကျွဲဆည်ကန်ကားဝင်းမြောက်ဘက်ကပ်လျက်,ထွန်စက် ရိတ်စက် ZT အင်ဂျင် ကြိုက်တဲ့ဈေးမေးဖို့က 🧑🧑🧑🧑👉👉👉ဦးတို့ ကိုကြီးတို့တာဝန် ဖြေပေးမှာ 👉👉👉မနီလာ တာဝန် 💁💁💁 ဖုန်းခေါ် 👉👉☎️☎️🤳🤳🤳 စာပို့ message ကြိုက်သလိုမေးပါ မနက် 8.30 ညနေ 5.00 အတွင်းဖြေပေးပါ့မယ် စာပို့မေးမယ်ဆိုရင် မေးချင်တာတွေ မေးခဲ့ပါနော် hi hello မင်္ဂလာပါ နဲ့ ရပ်ထားရင်ပြန်မဖြေပေးပါဘူး 🙅🙅🙅🙅🙅🙅 စက် ‌model ဈေးနှုန်း ဝယ်ယူမည့်ပုံ‌စံလေးရေးထားပေးပါနော် တိတိကျကျလေးဖြေပေးပါ့မယ် 🙋🙋🙋🙋 👉☎️☎️☎️☎️🤳🤳🤳 09899900007 🏢🏢🏢🏢 114 ဝေသာလီလမ်း 75D ထောင့် ပြည်ကြီးတံခွန်မြို့နယ် မန္တလေးမြို့ ကျွဲဆည်ကန်ကားဝင်းမြောက်ဘက်ကပ်လျက်,"Trumped Makes ZT Maintenance: Q The Call of the Models If you want to ask for a postal message, ask what you want to ask Hi Hello. 🙅🙅🙅 Write the standard of a machine model price",,
p20210222_20210228_0179,ရိတ္ေခၽြ သမားမ်ား ဆံုဆည္းရာ ဧရာဝတီ,,204158590174627,37643,2021-02-23 13:33:16 MMT,Photo,226,28,42,1,5,57,4,0,0,https://www.facebook.com/groups/204158590174627/permalink/814526799137800,ေႏြစပါးေတြေတာင္ရိတ္ရေတာမယ္ေနာ္ ငါမွာေတာ့ 2019.11.လပိုင္းထဲက ရိတ္ခအခုထိက်န္ေသး📢📢စက္သမားကြၽန္ေတာ့လိုမၾကဳံပါေစနဲ့လို ဆုေတာင္းေပးပါတယ္ ျပည္သူေတြ အားလံုးက်န္းမာ၍ ေဘးကင္းၾကပါေစ,နွေစပါးတွေတောင်ရိတ်ရတောမယ်နော် ငါမှာတော့ 2019.11.လပိုင်းထဲက ရိတ်ခအခုထိကျန်သေး📢📢စက်သမားကျွန်တော့လိုမကြုံပါစေနဲ့လို ဆုတောင်းပေးပါတယ် ပြည်သူတွေ အားလုံးကျန်းမာ၍ ဘေးကင်းကြပါစေ,"Even the summer of the summer, 2019.11. Remaining in the months of the month, the people pray that all the people wish to be healthy and safe",,
p20210222_20210228_0180,ပိန္းပန္းစိုက္ပ်ိဳးျကသူမ်ား ႏွင့္ သစ္ခြပန္းမ်ိဳးစံု,,199171594156546,54262,2021-02-26 22:26:39 MMT,Native Video,92,7,42,0,0,0,0,0,0,https://www.facebook.com/groups/199171594156546/permalink/921055281968170,,,#VALUE!,,
p20210222_20210228_0181,စိုက္ပ်ိဳးေရး သတင္းႏွင့္ နည္းပညာ,,635084850181483,261367,2021-02-26 15:00:02 MMT,Photo,619,10,89,85,5,0,0,0,2,https://www.facebook.com/groups/635084850181483/permalink/1336771730012788,,,#VALUE!,,
p20210222_20210228_0182,ထွန်စက်သမားများဆုံဆည်းရာ,,462610054462117,32326,2021-02-24 14:31:23 MMT,Photo,186,0,23,2,0,0,0,0,0,https://www.facebook.com/groups/462610054462117/permalink/784033552319764,,,#VALUE!,,
